Location,Scene,Offence,Year,Measure,Value,Flags
"Central District","Total Scene","Property damage and environmental pollution","1996","Recorded",5691,
"Central District","Total Scene","Property damage and environmental pollution","1997","Recorded",5820,
"Central District","Total Scene","Property damage and environmental pollution","1998","Recorded",5329,
"Central District","Total Scene","Property damage and environmental pollution","1999","Recorded",5223,
"Central District","Total Scene","Property damage and environmental pollution","2000","Recorded",5062,
"Central District","Total Scene","Property damage and environmental pollution","2001","Recorded",4719,
"Central District","Total Scene","Property damage and environmental pollution","2002","Recorded",4770,
"Central District","Total Scene","Property damage and environmental pollution","2003","Recorded",5016,
"Central District","Total Scene","Property damage and environmental pollution","2004","Recorded",4531,
"Central District","Total Scene","Property damage and environmental pollution","2005","Recorded",4900,
"Central District","Total Scene","Property damage and environmental pollution","2006","Recorded",5757,
"Central District","Total Scene","Property damage and environmental pollution","2007","Recorded",5620,
"Central District","Total Scene","Property damage and environmental pollution","2008","Recorded",5732,
"Central District","Total Scene","Property damage and environmental pollution","2009","Recorded",5384,
"Central District","Total Scene","Property damage and environmental pollution","2010","Recorded",4833,
"Central District","Total Scene","Property damage and environmental pollution","2011","Recorded",4247,
"Central District","Total Scene","Property damage and environmental pollution","2012","Recorded",3958,
"Central District","Total Scene","Property damage and environmental pollution","2013","Recorded",3984,
"Central District","Total Scene","Property damage and environmental pollution","2014","Recorded",3777,
"Central District","Total Scene","Public order offences","1994","Recorded",2812,
"Central District","Total Scene","Public order offences","1995","Recorded",3076,
"Central District","Total Scene","Public order offences","1996","Recorded",3277,
"Central District","Total Scene","Public order offences","1997","Recorded",3264,
"Central District","Total Scene","Public order offences","1998","Recorded",3255,
"Central District","Total Scene","Public order offences","1999","Recorded",2999,
"Central District","Total Scene","Public order offences","2000","Recorded",2817,
"Central District","Total Scene","Public order offences","2001","Recorded",2719,
"Central District","Total Scene","Public order offences","2002","Recorded",2615,
"Central District","Total Scene","Public order offences","2003","Recorded",2665,
"Central District","Total Scene","Public order offences","2004","Recorded",2098,
"Central District","Total Scene","Public order offences","2005","Recorded",2061,
"Central District","Total Scene","Public order offences","2006","Recorded",2245,
"Central District","Total Scene","Public order offences","2007","Recorded",2262,
"Central District","Total Scene","Public order offences","2008","Recorded",2518,
"Central District","Total Scene","Public order offences","2009","Recorded",2918,
"Central District","Total Scene","Sexual assault and related offences","1997","Resolved",148,
"Central District","Total Scene","Sexual assault and related offences","1998","Resolved",123,
"Central District","Total Scene","Sexual assault and related offences","1999","Resolved",146,
"Central District","Total Scene","Sexual assault and related offences","2000","Resolved",141,
"Central District","Total Scene","Sexual assault and related offences","2001","Resolved",108,
"Central District","Total Scene","Sexual assault and related offences","2002","Resolved",125,
"Central District","Total Scene","Sexual assault and related offences","2003","Resolved",189,
"Central District","Total Scene","Sexual assault and related offences","2004","Resolved",122,
"Central District","Total Scene","Sexual assault and related offences","2005","Resolved",132,
"Central District","Total Scene","Sexual assault and related offences","2006","Resolved",120,
"Central District","Total Scene","Sexual assault and related offences","2007","Resolved",145,
"Central District","Total Scene","Sexual assault and related offences","2008","Resolved",173,
"Central District","Total Scene","Sexual assault and related offences","2009","Resolved",142,
"Central District","Total Scene","Sexual assault and related offences","2010","Resolved",158,
"Central District","Total Scene","Sexual assault and related offences","2011","Resolved",173,
"Central District","Total Scene","Sexual assault and related offences","2012","Resolved",170,
"Central District","Total Scene","Sexual assault and related offences","2013","Resolved",218,
"Central District","Total Scene","Sexual assault and related offences","2014","Resolved",139,
"Central District","Total Scene","Public order offences","2010","Recorded",2939,
"Central District","Total Scene","Offences against justice procedures, government security and government operations","2001","Recorded",1674,
"Central District","Total Scene","Offences against justice procedures, government security and government operations","2002","Recorded",1512,
"Central District","Total Scene","Offences against justice procedures, government security and government operations","2003","Recorded",1575,
"Central District","Total Scene","Offences against justice procedures, government security and government operations","2004","Recorded",1323,
"Central District","Total Scene","Offences against justice procedures, government security and government operations","2005","Recorded",1119,
"Central District","Total Scene","Offences against justice procedures, government security and government operations","2006","Recorded",1260,
"Central District","Total Scene","Offences against justice procedures, government security and government operations","2007","Recorded",1545,
"Central District","Total Scene","Offences against justice procedures, government security and government operations","2008","Recorded",1590,
"Central District","Total Scene","Offences against justice procedures, government security and government operations","2009","Recorded",1398,
